<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
02/07/22;17:43:00;1569.0000000;1569.0000000;1567.4000000;1568.2000000;801
02/07/22;17:44:00;1568.2000000;1568.2000000;1565.6000000;1566.2000000;4218
02/07/22;17:45:00;1566.4000000;1567.2000000;1566.2000000;1567.2000000;1661
02/07/22;17:46:00;1566.6000000;1568.2000000;1566.6000000;1568.2000000;1206
02/07/22;17:47:00;1568.4000000;1568.4000000;1567.2000000;1567.2000000;276
02/07/22;17:48:00;1568.0000000;1568.0000000;1566.8000000;1567.2000000;715
02/07/22;17:49:00;1567.0000000;1567.2000000;1566.0000000;1566.6000000;829
02/07/22;17:50:00;1566.2000000;1567.0000000;1566.2000000;1566.4000000;857
02/07/22;17:51:00;1567.0000000;1568.6000000;1567.0000000;1567.8000000;2298
02/07/22;17:52:00;1567.8000000;1568.4000000;1567.4000000;1568.0000000;1507
02/07/22;17:53:00;1568.0000000;1569.0000000;1568.0000000;1568.6000000;1790
02/07/22;17:54:00;1568.6000000;1568.8000000;1568.0000000;1568.6000000;3478
02/07/22;17:55:00;1568.2000000;1568.2000000;1566.6000000;1567.2000000;3443
02/07/22;17:56:00;1567.6000000;1568.2000000;1567.0000000;1567.0000000;621
02/07/22;17:57:00;1567.6000000;1567.6000000;1566.2000000;1566.6000000;1760
02/07/22;17:58:00;1566.6000000;1567.2000000;1566.2000000;1566.6000000;457
02/07/22;17:59:00;1566.4000000;1567.2000000;1566.2000000;1566.6000000;600
02/07/22;18:00:00;1566.6000000;1567.4000000;1566.0000000;1567.0000000;1951
02/07/22;18:01:00;1567.2000000;1568.4000000;1565.6000000;1565.6000000;6411
02/07/22;18:02:00;1565.8000000;1566.6000000;1565.8000000;1566.2000000;659
02/07/22;18:03:00;1566.2000000;1566.8000000;1566.0000000;1566.8000000;499
02/07/22;18:04:00;1566.0000000;1566.8000000;1565.0000000;1565.0000000;1955
02/07/22;18:05:00;1565.0000000;1565.6000000;1565.0000000;1565.2000000;446
02/07/22;18:06:00;1565.0000000;1565.6000000;1563.2000000;1564.6000000;20873
02/07/22;18:07:00;1564.6000000;1565.2000000;1559.6000000;1561.4000000;70081
02/07/22;18:08:00;1561.6000000;1561.6000000;1560.6000000;1561.6000000;581
02/07/22;18:09:00;1561.6000000;1561.6000000;1559.4000000;1560.4000000;2882
02/07/22;18:10:00;1560.0000000;1560.4000000;1559.4000000;1560.0000000;215
02/07/22;18:11:00;1559.4000000;1560.4000000;1559.4000000;1560.0000000;1192
02/07/22;18:12:00;1560.0000000;1560.0000000;1559.0000000;1559.6000000;1886
02/07/22;18:13:00;1559.4000000;1559.4000000;1558.4000000;1559.0000000;3548
02/07/22;18:14:00;1558.8000000;1559.0000000;1558.4000000;1558.8000000;431
02/07/22;18:15:00;1558.4000000;1559.4000000;1557.6000000;1559.4000000;3685
02/07/22;18:16:00;1558.8000000;1560.6000000;1558.0000000;1559.2000000;17975
02/07/22;18:17:00;1559.0000000;1559.6000000;1558.8000000;1559.6000000;437
02/07/22;18:18:00;1559.6000000;1559.6000000;1558.2000000;1558.8000000;882
02/07/22;18:19:00;1558.8000000;1558.8000000;1557.8000000;1557.8000000;2265
02/07/22;18:20:00;1558.2000000;1558.4000000;1557.8000000;1558.4000000;546
02/07/22;18:21:00;1558.0000000;1558.8000000;1556.8000000;1558.0000000;3980
02/07/22;18:22:00;1558.0000000;1558.6000000;1557.6000000;1558.2000000;1252
02/07/22;18:23:00;1558.2000000;1558.2000000;1557.8000000;1558.2000000;120
02/07/22;18:24:00;1558.0000000;1558.2000000;1557.6000000;1558.2000000;602
02/07/22;18:25:00;1558.2000000;1558.2000000;1558.0000000;1558.0000000;417
02/07/22;18:26:00;1557.8000000;1557.8000000;1557.2000000;1557.8000000;732
02/07/22;18:27:00;1557.4000000;1558.0000000;1557.2000000;1558.0000000;1455
02/07/22;18:28:00;1557.8000000;1558.0000000;1557.8000000;1557.8000000;550
02/07/22;18:29:00;1557.8000000;1558.6000000;1557.6000000;1558.6000000;921
02/07/22;18:30:00;1557.8000000;1558.6000000;1557.6000000;1558.2000000;841
02/07/22;18:31:00;1558.2000000;1558.2000000;1556.2000000;1556.6000000;4410
02/07/22;18:32:00;1556.4000000;1559.4000000;1556.2000000;1558.6000000;5248
02/07/22;18:33:00;1557.8000000;1558.0000000;1557.6000000;1558.0000000;499
02/07/22;18:34:00;1558.0000000;1559.4000000;1557.8000000;1558.8000000;1366
02/07/22;18:35:00;1559.4000000;1560.0000000;1558.8000000;1560.0000000;1839
02/07/22;18:36:00;1559.0000000;1562.4000000;1558.8000000;1562.0000000;10040
02/07/22;18:37:00;1562.0000000;1563.0000000;1562.0000000;1562.4000000;1014
02/07/22;18:38:00;1562.4000000;1562.6000000;1561.4000000;1562.4000000;618
02/07/22;18:39:00;1561.4000000;1564.2000000;1561.4000000;1563.2000000;3263
02/07/22;18:40:00;1564.0000000;1564.2000000;1561.4000000;1561.4000000;2828
02/07/22;18:46:00;1556.0000000;1556.0000000;1556.0000000;1556.0000000;35888
02/07/22;18:47:00;1556.0000000;1556.0000000;1556.0000000;1556.0000000;502
02/07/22;18:48:00;1556.0000000;1556.0000000;1556.0000000;1556.0000000;1626
02/07/22;18:49:00;1556.0000000;1556.0000000;1556.0000000;1556.0000000;2980
02/07/22;18:50:00;1556.0000000;1556.0000000;1556.0000000;1556.0000000;97
02/07/22;19:05:00;1557.0000000;1557.0000000;1557.0000000;1557.0000000;125
02/07/22;19:06:00;1557.0000000;1557.6000000;1555.0000000;1557.0000000;2459
02/07/22;19:07:00;1557.0000000;1557.6000000;1556.4000000;1557.4000000;1076
02/07/22;19:08:00;1557.4000000;1557.8000000;1557.0000000;1557.2000000;154
02/07/22;19:09:00;1557.2000000;1557.8000000;1557.2000000;1557.8000000;272
02/07/22;19:10:00;1557.8000000;1558.4000000;1557.6000000;1558.4000000;677
02/07/22;19:11:00;1558.4000000;1558.8000000;1558.0000000;1558.8000000;2287
02/07/22;19:12:00;1558.6000000;1558.8000000;1557.2000000;1557.2000000;2189
02/07/22;19:13:00;1557.4000000;1557.8000000;1555.4000000;1555.4000000;2116
02/07/22;19:14:00;1556.2000000;1556.6000000;1556.2000000;1556.6000000;1010
02/07/22;19:15:00;1556.6000000;1556.8000000;1556.4000000;1556.8000000;130
02/07/22;19:16:00;1557.0000000;1557.0000000;1556.0000000;1556.0000000;172
02/07/22;19:17:00;1556.0000000;1556.0000000;1555.0000000;1555.0000000;1784
02/07/22;19:18:00;1555.8000000;1555.8000000;1555.0000000;1555.2000000;161
02/07/22;19:19:00;1555.2000000;1556.2000000;1555.2000000;1555.4000000;118
02/07/22;19:20:00;1556.4000000;1557.4000000;1555.8000000;1555.8000000;348
02/07/22;19:21:00;1557.2000000;1557.2000000;1555.8000000;1557.0000000;12
02/07/22;19:22:00;1557.0000000;1557.4000000;1556.2000000;1557.4000000;111
02/07/22;19:23:00;1557.2000000;1557.6000000;1556.4000000;1557.4000000;192
02/07/22;19:24:00;1557.2000000;1557.2000000;1556.6000000;1557.2000000;26
02/07/22;19:25:00;1557.0000000;1557.2000000;1556.6000000;1557.2000000;19
02/07/22;19:26:00;1557.0000000;1557.6000000;1557.0000000;1557.6000000;241
02/07/22;19:27:00;1557.2000000;1557.6000000;1557.2000000;1557.6000000;655
02/07/22;19:28:00;1557.8000000;1557.8000000;1557.0000000;1557.8000000;296
02/07/22;19:29:00;1557.0000000;1557.8000000;1557.0000000;1557.2000000;86
02/07/22;19:30:00;1557.6000000;1557.6000000;1556.0000000;1556.0000000;685
02/07/22;19:31:00;1556.8000000;1556.8000000;1556.2000000;1556.2000000;31
02/07/22;19:32:00;1556.8000000;1557.6000000;1556.4000000;1557.4000000;340
02/07/22;19:33:00;1557.0000000;1557.6000000;1555.4000000;1555.4000000;558
02/07/22;19:34:00;1555.6000000;1556.2000000;1555.4000000;1556.2000000;131
02/07/22;19:35:00;1555.8000000;1556.2000000;1555.0000000;1555.0000000;257
02/07/22;19:36:00;1555.0000000;1555.0000000;1553.2000000;1554.2000000;2043
02/07/22;19:37:00;1554.2000000;1555.4000000;1554.0000000;1555.0000000;1310
02/07/22;19:38:00;1555.0000000;1555.0000000;1554.2000000;1555.0000000;144
02/07/22;19:39:00;1554.2000000;1554.8000000;1554.2000000;1554.8000000;174
02/07/22;19:40:00;1554.8000000;1554.8000000;1554.0000000;1554.0000000;279
02/07/22;19:41:00;1554.2000000;1554.6000000;1554.0000000;1554.6000000;15
02/07/22;19:42:00;1554.2000000;1554.2000000;1554.2000000;1554.2000000;4
02/07/22;19:43:00;1554.2000000;1554.4000000;1554.2000000;1554.4000000;29
02/07/22;19:44:00;1554.4000000;1554.4000000;1553.0000000;1553.0000000;439
02/07/22;19:45:00;1553.0000000;1554.0000000;1552.6000000;1552.6000000;495
02/07/22;19:46:00;1553.4000000;1553.4000000;1552.2000000;1552.4000000;646
02/07/22;19:47:00;1553.6000000;1553.6000000;1552.8000000;1553.6000000;69
02/07/22;19:48:00;1554.0000000;1554.8000000;1553.6000000;1554.6000000;59
02/07/22;19:49:00;1553.8000000;1554.2000000;1553.2000000;1553.2000000;276
02/07/22;19:50:00;1554.4000000;1554.8000000;1554.4000000;1554.8000000;81
02/07/22;19:51:00;1554.8000000;1555.0000000;1553.6000000;1553.6000000;222
02/07/22;19:52:00;1554.6000000;1554.8000000;1553.6000000;1553.6000000;37
02/07/22;19:53:00;1553.6000000;1554.4000000;1553.2000000;1554.0000000;79
02/07/22;19:54:00;1554.2000000;1554.2000000;1554.0000000;1554.0000000;9
02/07/22;19:55:00;1554.0000000;1554.4000000;1553.2000000;1553.2000000;253
02/07/22;19:56:00;1554.0000000;1554.4000000;1554.0000000;1554.4000000;6
02/07/22;19:57:00;1554.0000000;1554.6000000;1553.2000000;1554.2000000;682
02/07/22;19:58:00;1554.0000000;1554.6000000;1554.0000000;1554.0000000;39
02/07/22;19:59:00;1554.6000000;1554.6000000;1554.0000000;1554.6000000;77
02/07/22;20:00:00;1554.6000000;1556.2000000;1554.6000000;1556.0000000;936
02/07/22;20:01:00;1556.0000000;1556.0000000;1554.4000000;1555.8000000;105
02/07/22;20:02:00;1554.6000000;1555.2000000;1554.2000000;1555.2000000;305
02/07/22;20:03:00;1555.2000000;1555.2000000;1554.2000000;1554.2000000;11
02/07/22;20:04:00;1555.2000000;1556.0000000;1555.2000000;1556.0000000;52
02/07/22;20:05:00;1556.0000000;1556.8000000;1556.0000000;1556.8000000;92
02/07/22;20:06:00;1556.2000000;1556.8000000;1555.4000000;1555.4000000;47
02/07/22;20:07:00;1555.4000000;1556.4000000;1555.4000000;1556.4000000;21
02/07/22;20:08:00;1556.4000000;1556.4000000;1556.0000000;1556.0000000;23
02/07/22;20:09:00;1556.0000000;1556.2000000;1555.6000000;1555.6000000;639
02/07/22;20:10:00;1556.2000000;1556.2000000;1555.2000000;1555.2000000;245
02/07/22;20:11:00;1555.2000000;1555.8000000;1555.2000000;1555.8000000;5
02/07/22;20:12:00;1555.8000000;1555.8000000;1555.0000000;1555.2000000;94
02/07/22;20:13:00;1555.0000000;1556.0000000;1555.0000000;1556.0000000;65
02/07/22;20:14:00;1556.0000000;1556.0000000;1555.0000000;1555.8000000;17
02/07/22;20:15:00;1555.8000000;1555.8000000;1555.8000000;1555.8000000;39
02/07/22;20:16:00;1555.0000000;1555.8000000;1555.0000000;1555.2000000;48
02/07/22;20:17:00;1555.8000000;1555.8000000;1555.2000000;1555.8000000;68
02/07/22;20:18:00;1555.2000000;1556.2000000;1555.0000000;1555.8000000;479
02/07/22;20:19:00;1555.6000000;1555.6000000;1554.8000000;1554.8000000;38
02/07/22;20:20:00;1555.6000000;1555.6000000;1555.6000000;1555.6000000;19
02/07/22;20:21:00;1556.2000000;1556.2000000;1555.6000000;1555.6000000;7
02/07/22;20:22:00;1555.6000000;1556.2000000;1555.6000000;1555.6000000;16
02/07/22;20:23:00;1555.6000000;1556.0000000;1555.6000000;1556.0000000;26
02/07/22;20:24:00;1555.6000000;1555.8000000;1555.0000000;1555.8000000;66
02/07/22;20:25:00;1555.8000000;1555.8000000;1555.0000000;1555.0000000;7
02/07/22;20:26:00;1555.0000000;1555.8000000;1555.0000000;1555.0000000;91
02/07/22;20:27:00;1555.0000000;1556.0000000;1555.0000000;1555.0000000;224
02/07/22;20:28:00;1555.8000000;1555.8000000;1555.0000000;1555.0000000;33
02/07/22;20:29:00;1555.0000000;1555.0000000;1554.2000000;1554.2000000;189
02/07/22;20:30:00;1554.4000000;1554.4000000;1554.4000000;1554.4000000;166
02/07/22;20:32:00;1554.4000000;1554.4000000;1554.0000000;1554.0000000;178
02/07/22;20:33:00;1554.4000000;1555.6000000;1554.4000000;1555.4000000;177
02/07/22;20:34:00;1554.8000000;1555.0000000;1554.6000000;1555.0000000;6
02/07/22;20:35:00;1555.6000000;1555.8000000;1555.0000000;1555.0000000;49
02/07/22;20:36:00;1555.2000000;1555.8000000;1555.2000000;1555.8000000;45
02/07/22;20:37:00;1555.0000000;1555.8000000;1555.0000000;1555.0000000;13
02/07/22;20:38:00;1555.8000000;1556.0000000;1554.6000000;1556.0000000;144
02/07/22;20:39:00;1555.8000000;1556.0000000;1555.0000000;1555.4000000;15
02/07/22;20:40:00;1555.8000000;1555.8000000;1555.2000000;1555.4000000;12
02/07/22;20:41:00;1555.6000000;1555.6000000;1555.2000000;1555.2000000;29
02/07/22;20:42:00;1555.2000000;1555.2000000;1555.2000000;1555.2000000;41
02/07/22;20:43:00;1555.2000000;1555.6000000;1554.4000000;1554.8000000;101
02/07/22;20:44:00;1555.6000000;1555.6000000;1555.0000000;1555.0000000;27
02/07/22;20:45:00;1555.0000000;1556.0000000;1555.0000000;1556.0000000;3
02/07/22;20:46:00;1555.6000000;1555.6000000;1555.4000000;1555.4000000;3
02/07/22;20:47:00;1555.2000000;1556.0000000;1555.2000000;1556.0000000;99
02/07/22;20:48:00;1556.0000000;1556.0000000;1555.6000000;1556.0000000;99
02/07/22;20:49:00;1556.0000000;1556.8000000;1556.0000000;1556.8000000;1439
02/07/22;20:50:00;1556.8000000;1556.8000000;1556.8000000;1556.8000000;3
02/07/22;20:51:00;1556.0000000;1556.0000000;1555.6000000;1556.0000000;413
02/07/22;20:52:00;1556.0000000;1556.0000000;1556.0000000;1556.0000000;14
02/07/22;20:53:00;1556.0000000;1556.0000000;1556.0000000;1556.0000000;3
02/07/22;20:54:00;1555.6000000;1556.0000000;1555.4000000;1555.6000000;350
02/07/22;20:55:00;1556.0000000;1556.0000000;1555.4000000;1555.4000000;82
02/07/22;20:56:00;1555.8000000;1555.8000000;1555.0000000;1555.0000000;57
02/07/22;20:57:00;1556.0000000;1556.0000000;1555.4000000;1556.0000000;19
02/07/22;20:58:00;1556.0000000;1556.0000000;1556.0000000;1556.0000000;1
02/07/22;20:59:00;1555.2000000;1556.0000000;1555.0000000;1556.0000000;45
02/07/22;21:00:00;1555.2000000;1556.0000000;1555.2000000;1556.0000000;24
02/07/22;21:01:00;1556.0000000;1556.6000000;1555.4000000;1556.0000000;178
02/07/22;21:02:00;1556.0000000;1556.8000000;1556.0000000;1556.8000000;47
02/07/22;21:03:00;1556.8000000;1556.8000000;1556.8000000;1556.8000000;17
02/07/22;21:04:00;1556.8000000;1556.8000000;1556.0000000;1556.8000000;19
02/07/22;21:05:00;1556.6000000;1556.6000000;1556.6000000;1556.6000000;10
02/07/22;21:06:00;1556.6000000;1556.6000000;1556.0000000;1556.0000000;11
02/07/22;21:07:00;1556.6000000;1556.6000000;1556.0000000;1556.0000000;57
02/07/22;21:08:00;1556.6000000;1556.8000000;1556.6000000;1556.8000000;51
02/07/22;21:09:00;1556.8000000;1556.8000000;1556.6000000;1556.6000000;19
02/07/22;21:10:00;1556.6000000;1556.8000000;1556.2000000;1556.8000000;24
02/07/22;21:11:00;1556.6000000;1556.6000000;1556.6000000;1556.6000000;3
02/07/22;21:12:00;1556.6000000;1557.8000000;1556.4000000;1557.8000000;1016
02/07/22;21:13:00;1557.8000000;1558.0000000;1557.8000000;1558.0000000;184
02/07/22;21:14:00;1557.8000000;1558.0000000;1556.8000000;1558.0000000;96
02/07/22;21:15:00;1558.0000000;1558.0000000;1556.8000000;1557.6000000;160
02/07/22;21:16:00;1557.6000000;1558.4000000;1557.6000000;1558.0000000;1006
02/07/22;21:17:00;1558.0000000;1558.0000000;1557.6000000;1557.6000000;9
02/07/22;21:18:00;1557.8000000;1558.0000000;1557.4000000;1558.0000000;16
02/07/22;21:19:00;1558.0000000;1558.0000000;1557.4000000;1557.4000000;120
02/07/22;21:20:00;1558.0000000;1558.8000000;1558.0000000;1558.8000000;236
02/07/22;21:21:00;1558.8000000;1558.8000000;1557.8000000;1557.8000000;301
02/07/22;21:22:00;1558.6000000;1558.8000000;1558.6000000;1558.8000000;5
02/07/22;21:23:00;1558.0000000;1558.6000000;1557.6000000;1558.0000000;13
02/07/22;21:24:00;1558.0000000;1558.0000000;1558.0000000;1558.0000000;3
02/07/22;21:25:00;1558.0000000;1558.6000000;1558.0000000;1558.6000000;4
02/07/22;21:26:00;1558.0000000;1558.6000000;1557.6000000;1558.0000000;76
02/07/22;21:27:00;1557.6000000;1557.6000000;1557.6000000;1557.6000000;203
02/07/22;21:28:00;1557.0000000;1557.8000000;1556.8000000;1557.8000000;77
02/07/22;21:29:00;1557.8000000;1557.8000000;1556.8000000;1556.8000000;51
02/07/22;21:30:00;1557.8000000;1557.8000000;1556.8000000;1557.8000000;18
02/07/22;21:31:00;1557.8000000;1557.8000000;1556.8000000;1557.8000000;30
02/07/22;21:32:00;1557.8000000;1558.6000000;1557.2000000;1558.2000000;1145
02/07/22;21:33:00;1558.2000000;1558.8000000;1558.2000000;1558.8000000;260
02/07/22;21:34:00;1558.8000000;1558.8000000;1558.2000000;1558.8000000;43
02/07/22;21:35:00;1558.8000000;1558.8000000;1558.8000000;1558.8000000;27
02/07/22;21:36:00;1558.2000000;1558.2000000;1558.2000000;1558.2000000;51
02/07/22;21:37:00;1558.6000000;1558.6000000;1558.0000000;1558.6000000;23
02/07/22;21:38:00;1558.6000000;1558.6000000;1558.6000000;1558.6000000;8
02/07/22;21:39:00;1558.6000000;1558.6000000;1558.0000000;1558.6000000;38
02/07/22;21:40:00;1558.0000000;1558.6000000;1558.0000000;1558.6000000;45
02/07/22;21:41:00;1558.0000000;1558.6000000;1558.0000000;1558.4000000;429
02/07/22;21:42:00;1558.0000000;1558.0000000;1557.0000000;1557.0000000;821
02/07/22;21:43:00;1558.2000000;1558.2000000;1557.0000000;1557.0000000;5
02/07/22;21:44:00;1557.8000000;1558.0000000;1557.0000000;1557.2000000;106
02/07/22;21:45:00;1557.2000000;1558.0000000;1557.0000000;1557.0000000;5
02/07/22;21:46:00;1558.0000000;1558.0000000;1557.0000000;1558.0000000;40
02/07/22;21:47:00;1557.2000000;1557.8000000;1557.2000000;1557.8000000;3
02/07/22;21:48:00;1557.2000000;1557.2000000;1557.2000000;1557.2000000;1
02/07/22;21:49:00;1557.8000000;1557.8000000;1557.6000000;1557.8000000;25
02/07/22;21:50:00;1557.6000000;1557.6000000;1557.0000000;1557.0000000;22
02/07/22;21:51:00;1557.6000000;1557.6000000;1557.0000000;1557.6000000;7
02/07/22;21:52:00;1557.0000000;1557.6000000;1557.0000000;1557.0000000;59
02/07/22;21:53:00;1557.6000000;1557.6000000;1557.0000000;1557.6000000;34
02/07/22;21:54:00;1557.6000000;1557.6000000;1557.6000000;1557.6000000;2
02/07/22;21:55:00;1557.0000000;1557.6000000;1557.0000000;1557.0000000;81
02/07/22;21:56:00;1557.0000000;1557.6000000;1557.0000000;1557.6000000;111
02/07/22;21:57:00;1557.0000000;1557.0000000;1557.0000000;1557.0000000;108
02/07/22;21:58:00;1557.0000000;1557.0000000;1556.2000000;1556.4000000;146
02/07/22;21:59:00;1556.8000000;1557.0000000;1556.4000000;1557.0000000;56
02/07/22;22:00:00;1556.8000000;1558.2000000;1556.8000000;1558.2000000;334
02/07/22;22:01:00;1557.2000000;1558.2000000;1557.0000000;1557.0000000;159
02/07/22;22:02:00;1557.2000000;1557.2000000;1557.2000000;1557.2000000;101
02/07/22;22:03:00;1557.2000000;1557.2000000;1557.0000000;1557.0000000;21
02/07/22;22:04:00;1557.2000000;1557.2000000;1557.2000000;1557.2000000;3
02/07/22;22:05:00;1557.0000000;1558.2000000;1557.0000000;1558.2000000;93
02/07/22;22:06:00;1557.2000000;1558.0000000;1557.2000000;1558.0000000;9
02/07/22;22:07:00;1558.0000000;1558.0000000;1556.6000000;1556.6000000;2500
02/07/22;22:08:00;1557.6000000;1557.6000000;1557.6000000;1557.6000000;44
02/07/22;22:09:00;1557.6000000;1557.6000000;1556.6000000;1556.6000000;126
02/07/22;22:10:00;1557.4000000;1557.4000000;1556.4000000;1556.4000000;229
02/07/22;22:11:00;1556.6000000;1557.2000000;1556.6000000;1557.2000000;69
02/07/22;22:12:00;1557.4000000;1557.4000000;1556.6000000;1556.6000000;6
02/07/22;22:13:00;1557.4000000;1557.4000000;1556.6000000;1556.6000000;3
02/07/22;22:14:00;1557.4000000;1557.4000000;1556.6000000;1557.4000000;8
02/07/22;22:15:00;1557.4000000;1557.6000000;1556.6000000;1557.4000000;102
02/07/22;22:16:00;1557.6000000;1557.6000000;1557.6000000;1557.6000000;2
02/07/22;22:17:00;1557.4000000;1558.8000000;1557.4000000;1558.8000000;361
02/07/22;22:18:00;1558.8000000;1559.4000000;1558.8000000;1559.2000000;1161
02/07/22;22:19:00;1558.4000000;1559.4000000;1558.4000000;1559.4000000;170
02/07/22;22:20:00;1559.0000000;1559.2000000;1559.0000000;1559.2000000;20
02/07/22;22:21:00;1559.2000000;1559.2000000;1558.6000000;1558.6000000;128
02/07/22;22:22:00;1559.2000000;1559.4000000;1558.8000000;1558.8000000;193
02/07/22;22:23:00;1559.4000000;1559.4000000;1559.4000000;1559.4000000;18
02/07/22;22:24:00;1559.2000000;1559.2000000;1558.4000000;1559.2000000;183
02/07/22;22:25:00;1559.2000000;1559.2000000;1558.2000000;1558.2000000;47
02/07/22;22:26:00;1559.2000000;1559.2000000;1558.2000000;1558.8000000;109
02/07/22;22:27:00;1558.2000000;1559.2000000;1558.2000000;1559.2000000;655
02/07/22;22:28:00;1559.2000000;1559.2000000;1559.2000000;1559.2000000;6
02/07/22;22:29:00;1559.0000000;1559.2000000;1559.0000000;1559.2000000;123
02/07/22;22:30:00;1558.2000000;1559.2000000;1558.2000000;1559.2000000;680
02/07/22;22:31:00;1558.4000000;1559.4000000;1558.4000000;1559.4000000;19
02/07/22;22:32:00;1559.2000000;1559.4000000;1559.0000000;1559.4000000;20
02/07/22;22:33:00;1559.4000000;1559.4000000;1559.0000000;1559.2000000;227
02/07/22;22:34:00;1559.2000000;1559.2000000;1559.2000000;1559.2000000;49
02/07/22;22:35:00;1559.4000000;1559.4000000;1559.4000000;1559.4000000;141
02/07/22;22:36:00;1559.4000000;1560.0000000;1559.4000000;1559.6000000;904
02/07/22;22:37:00;1560.0000000;1560.0000000;1559.6000000;1560.0000000;257
02/07/22;22:38:00;1560.0000000;1560.4000000;1559.2000000;1560.0000000;602
02/07/22;22:39:00;1560.4000000;1561.6000000;1560.0000000;1560.0000000;1817
02/07/22;22:40:00;1560.0000000;1561.6000000;1560.0000000;1561.6000000;8
02/07/22;22:41:00;1561.2000000;1561.2000000;1559.2000000;1559.2000000;361
02/07/22;22:42:00;1559.2000000;1560.8000000;1559.0000000;1560.8000000;479
02/07/22;22:43:00;1559.2000000;1560.6000000;1559.2000000;1560.6000000;19
02/07/22;22:44:00;1559.2000000;1560.2000000;1558.8000000;1558.8000000;125
02/07/22;22:45:00;1560.0000000;1561.2000000;1559.8000000;1559.8000000;385
02/07/22;22:46:00;1560.0000000;1561.0000000;1559.4000000;1559.6000000;464
02/07/22;22:47:00;1560.6000000;1560.8000000;1560.6000000;1560.8000000;48
02/07/22;22:48:00;1561.0000000;1561.4000000;1561.0000000;1561.4000000;1600
02/07/22;22:49:00;1561.6000000;1562.0000000;1560.4000000;1561.2000000;147
02/07/22;22:50:00;1561.4000000;1561.4000000;1561.0000000;1561.4000000;27
02/07/22;22:51:00;1561.0000000;1561.4000000;1561.0000000;1561.4000000;12
02/07/22;22:52:00;1561.0000000;1561.4000000;1561.0000000;1561.4000000;4
02/07/22;22:53:00;1561.0000000;1561.4000000;1560.2000000;1560.2000000;282
02/07/22;22:54:00;1560.4000000;1560.4000000;1560.4000000;1560.4000000;2
02/07/22;22:55:00;1560.4000000;1561.2000000;1560.2000000;1560.2000000;54
02/07/22;22:56:00;1560.0000000;1560.2000000;1560.0000000;1560.2000000;10
02/07/22;22:57:00;1560.0000000;1561.8000000;1560.0000000;1560.6000000;292
02/07/22;22:58:00;1560.6000000;1561.0000000;1560.6000000;1560.8000000;10
02/07/22;22:59:00;1561.0000000;1561.0000000;1561.0000000;1561.0000000;4
02/07/22;23:00:00;1560.8000000;1560.8000000;1560.8000000;1560.8000000;1
02/07/22;23:01:00;1561.0000000;1561.0000000;1560.2000000;1560.2000000;22
02/07/22;23:02:00;1560.0000000;1560.2000000;1560.0000000;1560.0000000;467
02/07/22;23:03:00;1560.6000000;1560.6000000;1560.2000000;1560.6000000;592
02/07/22;23:04:00;1560.6000000;1560.6000000;1560.6000000;1560.6000000;37
02/07/22;23:06:00;1560.6000000;1561.6000000;1560.6000000;1561.6000000;746
02/07/22;23:07:00;1561.4000000;1561.8000000;1561.4000000;1561.8000000;398
02/07/22;23:08:00;1561.8000000;1562.0000000;1561.8000000;1562.0000000;603
02/07/22;23:09:00;1561.6000000;1561.6000000;1561.6000000;1561.6000000;11
02/07/22;23:10:00;1561.6000000;1561.6000000;1561.6000000;1561.6000000;3
02/07/22;23:11:00;1561.6000000;1562.0000000;1561.6000000;1561.8000000;119
02/07/22;23:12:00;1561.8000000;1563.0000000;1561.8000000;1563.0000000;1067
02/07/22;23:13:00;1563.0000000;1563.0000000;1563.0000000;1563.0000000;118
02/07/22;23:14:00;1563.0000000;1563.0000000;1563.0000000;1563.0000000;3
02/07/22;23:15:00;1562.6000000;1563.2000000;1562.6000000;1562.6000000;516
02/07/22;23:16:00;1563.2000000;1563.4000000;1563.0000000;1563.2000000;533
02/07/22;23:17:00;1562.2000000;1562.8000000;1561.4000000;1562.8000000;96
02/07/22;23:18:00;1561.2000000;1562.6000000;1561.0000000;1561.0000000;108
02/07/22;23:19:00;1561.6000000;1562.4000000;1561.6000000;1562.4000000;75
02/07/22;23:20:00;1562.4000000;1562.4000000;1560.6000000;1560.6000000;325
02/07/22;23:21:00;1560.6000000;1562.0000000;1560.6000000;1562.0000000;2
02/07/22;23:22:00;1561.0000000;1561.0000000;1561.0000000;1561.0000000;16
02/07/22;23:23:00;1560.8000000;1560.8000000;1560.6000000;1560.6000000;2
02/07/22;23:24:00;1560.6000000;1560.8000000;1560.0000000;1560.0000000;64
02/07/22;23:25:00;1560.4000000;1560.8000000;1560.0000000;1560.2000000;205
02/07/22;23:26:00;1560.8000000;1561.0000000;1560.0000000;1560.0000000;19
02/07/22;23:27:00;1560.0000000;1560.8000000;1560.0000000;1560.0000000;43
02/07/22;23:28:00;1560.8000000;1562.0000000;1560.0000000;1561.8000000;161
02/07/22;23:29:00;1560.0000000;1561.8000000;1560.0000000;1561.8000000;5
02/07/22;23:30:00;1561.8000000;1561.8000000;1560.0000000;1560.0000000;15
02/07/22;23:31:00;1560.0000000;1560.0000000;1560.0000000;1560.0000000;2
02/07/22;23:32:00;1560.2000000;1560.2000000;1560.2000000;1560.2000000;10
02/07/22;23:33:00;1560.0000000;1560.0000000;1560.0000000;1560.0000000;43
